Technique ID,Technique Name,Tactics,Technique Description,Platform,Link,Changed
T1583.003,Acquire Infrastructure: Virtual Private Server,Resource Development,"Before compromising a victim, adversaries may rent Virtual Private Servers (VPSs)?that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them. The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure. Acquiring a VPS for use in later stages of the adversary lifecycle, such as Command and Control, can allow adversaries to benefit from the ubiquity and trust associated with higher reputation cloud service providers. Adversaries may also acquire infrastructure from VPS service providers that are known for renting VPSs with minimal registration information, allowing for more anonymous acquisitions of infrastructure.",,https://attack.mitre.org/techniques/T1583/003,No
T1583.004,Acquire Infrastructure: Server,Resource Development,"Before compromising a victim, adversaries may buy, lease, or rent physical servers?that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-compromise activity, adversaries may utilize servers for various tasks, including for Command and Control. Instead of compromising a third-party or renting a Virtual Private Server, adversaries may opt to configure and run their own servers in support of operations.",,https://attack.mitre.org/techniques/T1583/004,No
T1583.005,Acquire Infrastructure: Botnet,Resource Development,"Before compromising a victim, adversaries may buy, lease, or rent a network of compromised systems?that can be used during targeting. A botnet is a network of compromised systems that can be instructed to perform coordinated tasks. Adversaries may purchase a subscription to use an existing botnet from a booter/stressor service. With a botnet at their disposal, adversaries may perform follow-on activity such as large-scale Phishing or Distributed Denial of Service (DDoS).",,https://attack.mitre.org/techniques/T1583/005,No
T1583.006,Acquire Infrastructure: Web Services,Resource Development,"Before compromising a victim, adversaries may register for web services?that can be used during targeting. A variety of popular websites exist for adversaries to register for a web-based service that can be abused during later stages of the adversary lifecycle, such as during Command and Control or Exfiltration Over Web Service. Using common services, such as those offered by Google or Twitter, makes it easier for adversaries to hide in expected noise. By utilizing a web service, adversaries can make it difficult to physically tie back operations to them.",,https://attack.mitre.org/techniques/T1583/006,No
T1584.001,Compromise Infrastructure: Domains,Resource Development,"Before compromising a victim, adversaries may hijack domains and/or subdomains that can be used during targeting. Domain registration hijacking is the act of changing the registration of a domain name without the permission of the original registrant. An adversary may gain access to an email account for the person listed as the owner of the domain. The adversary can then claim that they forgot their password in order to make changes to the domain registration. Other possibilities include social engineering a domain registration help desk to gain access to an account or taking advantage of renewal process gaps. Subdomain hijacking can also occur when organizations have DNS entries that point to non-existent or de-provisioned resources. In such cases, an adversary may take control of a subdomain to conduct operations with the benefit of the trust associated with that domain.",,https://attack.mitre.org/techniques/T1584/001,No
T1584.002,Compromise Infrastructure: DNS Server,Resource Development,"Before compromising a victim, adversaries may compromise third-party DNS servers that can be used during targeting. During post-compromise activity, adversaries may utilize DNS traffic for various tasks, including for Command and Control. Instead of setting up their own DNS servers, adversaries may compromise third-party DNS servers in support of operations. By compromising DNS servers, adversaries can alter DNS records. Such control can allow for redirection of an organization's traffic, facilitating Collection and Credential Access efforts for the adversary. Adversaries may also be able to silently create subdomains pointed at malicious servers without tipping off the actual owner of the DNS server.",,https://attack.mitre.org/techniques/T1584/002,No
T1584.003,Compromise Infrastructure: Virtual Private Server,Resource Development,"Before compromising a victim, adversaries may compromise third-party Virtual Private Servers (VPSs) that can be used during targeting. There exist a variety of cloud service providers that will sell virtual machines/containers as a service. Adversaries may compromise VPSs purchased by third-party entities. By compromising a VPS to use as infrastructure, adversaries can make it difficult to physically tie back operations to themselves. Compromising a VPS for use in later stages of the adversary lifecycle, such as Command and Control, can allow adversaries to benefit from the ubiquity and trust associated with higher reputation cloud service providers.",,https://attack.mitre.org/techniques/T1584/003,No
T1584.004,Compromise Infrastructure: Server,Resource Development,"Before compromising a victim, adversaries may compromise third-party servers that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-compromise activity, adversaries may utilize servers for various tasks, including for Command and Control. Instead of purchasing a Server or Virtual Private Server, adversaries may compromise third-party servers in support of operations. Adversaries may also compromise web servers to support watering hole operations.",,https://attack.mitre.org/techniques/T1584/004,No
T1584.005,Compromise Infrastructure: Botnet,Resource Development,"Before compromising a victim, adversaries may compromise numerous third-party systems to form a botnet?that can be used during targeting. A botnet is a network of compromised systems that can be instructed to perform coordinated tasks. Instead of purchasing/renting a botnet from a booter/stressor service, adversaries may build their own botnet by compromising numerous third-party systems. Adversaries may also conduct a takeover of an existing botnet, such as redirecting bots to adversary-controlled C2 servers. With a botnet at their disposal, adversaries may perform follow-on activity such as large-scale Phishing or Distributed Denial of Service (DDoS).",,https://attack.mitre.org/techniques/T1584/005,No
T1584.006,Compromise Infrastructure: Web Services,Resource Development,"Before compromising a victim, adversaries may compromise access to third-party web services?that can be used during targeting. A variety of popular websites exist for legitimate users to register for web-based services, such as GitHub, Twitter, Dropbox, Google, etc. Adversaries may try to take ownership of a legitimate user's access to a web service and use that web service as infrastructure in support of cyber operations. Such web services can be abused during later stages of the adversary lifecycle, such as during Command and Control or Exfiltration Over Web Service. Using common services, such as those offered by Google or Twitter, makes it easier for adversaries to hide in expected noise. By utilizing a web service, particularly when access is stolen from legitimate users, adversaries can make it difficult to physically tie back operations to them.",,https://attack.mitre.org/techniques/T1584/006,No
T1585.001,Establish Accounts: Social Media Accounts,Resource Development,"Before compromising a victim, adversaries may create and cultivate social media accounts that can be used during targeting. Adversaries can create social media accounts that can be used to build a persona to further operations. Persona development consists of the development of public information, presence, history and appropriate affiliations. Once a persona has been developed an adversary can use it to create connections to targets of interest. These connections may be direct or may include trying to connect through others. These accounts may be leveraged during other phases of the adversary lifecycle, such as during Initial Access.",,https://attack.mitre.org/techniques/T1585/001,No
T1585.002,Establish Accounts: Email Accounts,Resource Development,"Before compromising a victim, adversaries may create email accounts that can be used during targeting. Adversaries can use accounts created with email providers to further their operations, such as leveraging them to conduct Phishing for Information or Phishing. Adversaries may also take steps to cultivate a persona around the email account, such as through use of Social Media Accounts, to increase the chance of success of follow-on behaviors. Created email accounts can also be used in the acquisition of infrastructure.  To decrease the chance of physically tying back operations to themselves, adversaries may make use of disposable email services.",,https://attack.mitre.org/techniques/T1585/002,No
T1586.001,Compromise Accounts: Social Media Accounts,Resource Development,"Before compromising a victim, adversaries may compromise social media accounts that can be used during targeting. For operations incorporating social engineering, the utilization of an online persona may be important. Rather than creating and cultivating social media profiles, adversaries may compromise existing social media accounts. Utilizing an existing persona may engender a level of trust in a potential victim if they have a relationship, or knowledge of, the compromised persona. Adversaries can use a compromised social media profile to create new, or hijack existing, connections to targets of interest. These connections may be direct or may include trying to connect through others. Compromised profiles may be leveraged during other phases of the adversary lifecycle, such as during Initial Access.",,https://attack.mitre.org/techniques/T1586/001,No
T1586.002,Compromise Accounts: Email Accounts,Resource Development,"Before compromising a victim, adversaries may compromise email accounts that can be used during targeting. Adversaries can use compromised email accounts to further their operations, such as leveraging them to conduct Phishing. Utilizing an existing persona with a compromised email account may engender a level of trust in a potential victim if they have a relationship, or knowledge of, the compromised persona. Compromised email accounts can also be used in the acquisition of infrastructure",,https://attack.mitre.org/techniques/T1586/002,No
T1587.001,Develop Capabilities: Malware,Resource Development,"Before compromising a victim, adversaries may develop malware and malware components that can be used during targeting. Building malicious software can include the development of payloads, droppers, post-compromise tools, backdoors, packers, C2 protocols, and the creation of infected removable media. Adversaries may develop malware to support their operations, creating a means for maintaining control of remote machines, evading defenses, and executing post-compromise behaviors.",,https://attack.mitre.org/techniques/T1587/001,No
T1587.002,Develop Capabilities: Code Signing Certificates,Resource Development,"Before compromising a victim, adversaries may create self-signed code signing certificates that can be used during targeting. Code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted. Code signing provides a level of authenticity for a program from the developer and a guarantee that the program has not been tampered with.",,https://attack.mitre.org/techniques/T1587/002,No
T1587.003,Develop Capabilities: Digital Certificates,Resource Development,"Before compromising a victim, adversaries may create self-signed SSL/TLS certificates that can be used during targeting. Adversaries may create self-signed SSL/TLS certificates that can be used to further their operations, such as encrypting C2 traffic or even enabling Man-in-the-Middle if added to the root of trust.",,https://attack.mitre.org/techniques/T1587/003,No
T1587.004,Develop Capabilities: Exploits,Resource Development,"Before compromising a victim, adversaries may develop exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software. An adversary may develop their own exploits. Adversaries may use exploits during various phases of the adversary lifecycle.",,https://attack.mitre.org/techniques/T1587/004,No
T1588.001,Obtain Capabilities: Malware,Resource Development,"Before compromising a victim, adversaries may buy, steal, or download malware that can be used during targeting. Malicious software can include payloads, droppers, post-compromise tools, backdoors, packers, and C2 protocols. Adversaries may acquire malware to support their operations, obtaining a means for maintaining control of remote machines, evading defenses, and executing post-compromise behaviors.",,https://attack.mitre.org/techniques/T1588/001,No
T1588.002,Obtain Capabilities: Tool,Resource Development,"Before compromising a victim, adversaries may buy, steal, or download software tools that can be used during targeting. A tool can be used for malicious purposes by an adversary, but (unlike malware) were not intended to be used for those purposes. Tool acquisition can involve the procurement of commercial software licenses, including for red teaming tools such as Cobalt Strike. Commercial software may be obtained through purchase, stealing licenses (or licensed copies of the software), or cracking trial versions. Adversaries may obtain tools to support their operations, including to support execution of post-compromise behaviors.",,https://attack.mitre.org/techniques/T1588/002,No
T1588.003,Obtain Capabilities: Code Signing Certificates,Resource Development,"Before compromising a victim, adversaries may buy and/or steal code signing certificates that can be used during targeting. Code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted. Code signing provides a level of authenticity for a program from the developer and a guarantee that the program has not been tampered with.",,https://attack.mitre.org/techniques/T1588/003,No
T1588.004,Obtain Capabilities: Digital Certificates,Resource Development,"Before compromising a victim, adversaries may buy and/or steal SSL/TLS certificates that can be used during targeting. Adversaries may purchase or steal SSL/TLS certificates to further their operations, such as encrypting C2 traffic or even enabling Man-in-the-Middle if the certificate is trusted or otherwise added to the root of trust.",,https://attack.mitre.org/techniques/T1588/004,No
T1588.005,Obtain Capabilities: Exploits,Resource Development,"Before compromising a victim, adversaries may buy, steal, or download exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software. Adversaries may use exploits during various phases of the adversary lifecycle.",,https://attack.mitre.org/techniques/T1588/005,No
T1588.006,Obtain Capabilities: Vulnerabilities,Resource Development,"Before compromising a victim, adversaries may acquire information about vulnerabilities that can be used during targeting. A vulnerability is a weakness in computer hardware or software that can, potentially, be exploited by an adversary to cause unintended or unanticipated behavior to occur.",,https://attack.mitre.org/techniques/T1588/006,No
T1589.001,Gather Victim Identity Information: Credentials,Reconnaissance,"Before compromising a victim, adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.",,https://attack.mitre.org/techniques/T1589/001,No
T1589.002,Gather Victim Identity Information: Email Addresses,Reconnaissance,"Before compromising a victim, adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",,https://attack.mitre.org/techniques/T1589/002,No
T1589.003,Gather Victim Identity Information: Employee Names,Reconnaissance,"Before compromising a victim, adversaries may gather employee names that can be used during targeting. Employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and/or craft more-believable lures. Adversaries may easily gather employee names, since they may be readily available and exposed via online or other accessible data sets such as Social Media or Victim-Owned Websites.",,https://attack.mitre.org/techniques/T1589/003,No
T1590.001,Gather Victim Network Information: Domain Properties,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's network domain(s) that can be used during targeting. Information about domains and their properties may include a variety of details, including what domain(s) the victim owns as well as administrative data (ex: name, registrar, etc.) and more directly actionable information such as contacts (email addresses and phone numbers), business addresses, and name servers. Adversaries may gather this information in various ways, such as direct collection actions via Active Scanning or Phishing for Information.",,https://attack.mitre.org/techniques/T1590/001,No
T1590.002,Gather Victim Network Information: DNS,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's DNS that can be used during targeting. DNS information may include a variety of details, including registered name servers as well as records that outline addressing for a target's subdomains, mail servers, and other hosts.",,https://attack.mitre.org/techniques/T1590/002,No
T1590.003,Gather Victim Network Information: Network Trust Dependencies,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's network trust dependencies that can be used during targeting. Information about network trusts may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, etc.) that have connected (and potentially elevated) network access.",,https://attack.mitre.org/techniques/T1590/003,No
T1590.004,Gather Victim Network Information: Network Topology,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's network topology that can be used during targeting. Information about network topologies may include a variety of details, including the physical and/or logical arrangement of both external-facing and internal network environments. This information may also include specifics regarding network devices (gateways, routers, etc.) and other infrastructure.",,https://attack.mitre.org/techniques/T1590/004,No
T1590.005,Gather Victim Network Information: IP Addresses,Reconnaissance,"Before compromising a victim, adversaries may gather the victim's IP addresses that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses. Information about assigned IP addresses may include a variety of details, such as which IP addresses are in use. IP addresses may also enable an adversary to derive other details about a victim, such as organizational size, physical location(s), Internet service provider, and or where/how their publicly-facing infrastructure is hosted.",,https://attack.mitre.org/techniques/T1590/005,No
T1590.006,Gather Victim Network Information: Network Security Appliances,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's network security appliances that can be used during targeting. Information about network security appliances may include a variety of details, such as the existence and specifics of deployed firewalls, content filters, and proxies/bastion hosts. Adversaries may also target information about victim network-based intrusion detection systems (NIDS) or other appliances related to defensive cybersecurity operations.",,https://attack.mitre.org/techniques/T1590/006,No
T1591.001,Gather Victim Org Information: Determine Physical Locations,Reconnaissance,"Before compromising a victim, adversaries may gather the victim's physical location(s) that can be used during targeting. Information about physical locations of a target organization may include a variety of details, including where key resources and infrastructure are housed. Physical locations may also indicate what legal jurisdiction and/or authorities the victim operates within.",,https://attack.mitre.org/techniques/T1591/001,No
T1591.002,Gather Victim Org Information: Business Relationships,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's business relationships that can be used during targeting. Information about an organization's business relationships may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, etc.) that have connected (and potentially elevated) network access. This information may also reveal supply chains and shipment paths for the victim's hardware and software resources.",,https://attack.mitre.org/techniques/T1591/002,No
T1591.003,Gather Victim Org Information: Identify Business Tempo,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's business tempo that can be used during targeting. Information about an organization's business tempo may include a variety of details, including operational hours/days of the week. This information may also reveal times/dates of purchases and shipments of the victim's hardware and software resources.",,https://attack.mitre.org/techniques/T1591/003,No
T1591.004,Gather Victim Org Information: Identify Roles,Reconnaissance,"Before compromising a victim, adversaries may gather information about identities and roles within the victim organization that can be used during targeting. Information about business roles may reveal a variety of targetable details, including identifiable information for key personnel as well as what data/resources they have access to.",,https://attack.mitre.org/techniques/T1591/004,No
T1592.001,Gather Victim Host Information: Hardware,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's host hardware that can be used during targeting. Information about hardware infrastructure may include a variety of details such as types and versions on specific hosts, as well as the presence of additional components that might be indicative of added defensive protections (ex: card/biometric readers, dedicated encryption hardware, etc.).",,https://attack.mitre.org/techniques/T1592/001,No
T1592.002,Gather Victim Host Information: Software,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's host software that can be used during targeting. Information about installed software may include a variety of details such as types and versions on specific hosts, as well as the presence of additional components that might be indicative of added defensive protections (ex: antivirus, SIEMs, etc.).",,https://attack.mitre.org/techniques/T1592/002,No
T1592.003,Gather Victim Host Information: Firmware,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's host firmware that can be used during targeting. Information about host firmware may include a variety of details such as type and versions on specific hosts, which may be used to infer more information about hosts in the environment (ex: configuration, purpose, age/patch level, etc.).",,https://attack.mitre.org/techniques/T1592/003,No
T1592.004,Gather Victim Host Information: Client Configurations,Reconnaissance,"Before compromising a victim, adversaries may gather information about the victim's client configurations that can be used during targeting. Information about client configurations may include a variety of details and settings, including operating system/version, virtualization, architecture (ex: 32 or 64 bit), language, and/or time zone.",,https://attack.mitre.org/techniques/T1592/004,No
T1593.001,Search Open Websites/Domains: Social Media,Reconnaissance,"Before compromising a victim, adversaries may search social media for information about victims that can be used during targeting. Social media sites may contain various information about a victim organization, such as business announcements as well as information about the roles, locations, and interests of staff.",,https://attack.mitre.org/techniques/T1593/001,No
T1593.002,Search Open Websites/Domains: Search Engines,Reconnaissance,"Before compromising a victim, adversaries may use search engines to collect information about victims that can be used during targeting. Search engine services typical crawl online sites to index context and may provide users with specialized syntax to search for specific keywords or specific types of content (i.e. filetypes).",,https://attack.mitre.org/techniques/T1593/002,No
T1594,Search Victim-Owned Websites,Reconnaissance,"Before compromising a victim, adversaries may search websites owned by the victim for information that can be used during targeting. Victim-owned websites may contain a variety of details, including names of departments/divisions, physical locations, and data about key employees such as names, roles, and contact info. These sites may also have details highlighting business operations and relationships.",,https://attack.mitre.org/techniques/T1594,No
T1595.001,Active Scanning: Scanning IP Blocks,Reconnaissance,"Before compromising a victim, adversaries may scan victim IP blocks to gather information that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses.",,https://attack.mitre.org/techniques/T1595/001,No
T1595.002,Active Scanning: Vulnerability Scanning,Reconnaissance,"Before compromising a victim, adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.",,https://attack.mitre.org/techniques/T1595/002,No
T1596.001,Search Open Technical Databases: DNS/Passive DNS,Reconnaissance,"Before compromising a victim, adversaries may search DNS data for information about victims that can be used during targeting. DNS information may include a variety of details, including registered name servers as well as records that outline addressing for a target's subdomains, mail servers, and other hosts.",,https://attack.mitre.org/techniques/T1596/001,No
T1596.002,Search Open Technical Databases: WHOIS,Reconnaissance,"Before compromising a victim, adversaries may search public WHOIS data for information about victims that can be used during targeting. WHOIS data is stored by regional Internet registries (RIR) responsible for allocating and assigning Internet resources such as domain names. Anyone can query WHOIS servers for information about a registered domain, such as assigned IP blocks, contact information, and DNS nameservers.(Citation: W",,https://attack.mitre.org/techniques/T1596/002,No
T1596.003,Search Open Technical Databases: Digital Certificates,Reconnaissance,"Before compromising a victim, adversaries may search public digital certificate data for information about victims that can be used during targeting. Digital certificates are issued by a certificate authority (CA) in order to cryptographically verify the origin of signed content. These certificates, such as those used for encrypted web traffic (HTTPS SSL/TLS communications), contain information about the registered organization such as name and location.",,https://attack.mitre.org/techniques/T1596/003,No
T1596.004,Search Open Technical Databases: CDNs,Reconnaissance,"Before compromising a victim, adversaries may search content delivery network (CDN) data about victims that can be used during targeting. CDNs allow an organization to host content from a distributed, load balanced array of servers. CDNs may also allow organizations to customize content delivery based on the requestor's geographical region.",,https://attack.mitre.org/techniques/T1596/004,No
T1596.005,Search Open Technical Databases: Scan Databases,Reconnaissance,"Before compromising a victim, adversaries may search within public scan databases for information about victims that can be used during targeting. Various online services continuously publish the results of Internet scans/surveys, often harvesting information such as active IP addresses, hostnames, open ports, certificates, and even server banners.(Citation: Shodan)",,https://attack.mitre.org/techniques/T1596/005,No
T1597.001,Search Closed Sources: Threat Intel Vendors,Reconnaissance,"Before compromising a victim, adversaries may search private data from threat intelligence vendors for information that can be used during targeting. Threat intelligence vendors may offer paid feeds or portals that offer more data than what is publicly reported. Although sensitive details (such as customer names and other identifiers) may be redacted, this information may contain trends regarding breaches such as target industries, attribution claims, and successful TTPs/countermeasures.",,https://attack.mitre.org/techniques/T1597/001,No
T1597.002,Search Closed Sources: Purchase Technical Data,Reconnaissance,"Before compromising a victim, adversaries may purchase technical information about victims that can be used during targeting. Information about victims may be available for purchase within reputable private sources and databases, such as paid subscriptions to feeds of scan databases or other data aggregation services. Adversaries may also purchase information from less-reputable sources such as dark web or cybercrime blackmarkets.",,https://attack.mitre.org/techniques/T1597/002,No
T1598.001,Phishing for Information: Spearphishing Service,Reconnaissance,"Before compromising a victim, adversaries may send spearphishing messages via third-party services to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Spearphishing for information frequently involves social engineering techniques, such as posing as a source with a reason to collect information (ex: [Establish Accounts](https://attack.mitre.org/techniques/T1585) or [Compromise Accounts](https://attack.mitre.org/techniques/T1586)) and/or sending multiple, seemingly urgent messages.",,https://attack.mitre.org/techniques/T1598/001,No
T1598.002,Phishing for Information: Spearphishing Attachment,Reconnaissance,"Before compromising a victim, adversaries may send spearphishing messages with a malicious attachment to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Spearphishing for information frequently involves social engineering techniques, such as posing as a source with a reason to collect information (ex: Establish Accounts or Compromise Accounts and/or sending multiple, seemingly urgent messages.",,https://attack.mitre.org/techniques/T1598/002,No
T1598.003,Phishing for Information: Spearphishing Link,Reconnaissance,"Before compromising a victim, adversaries may send spearphishing messages with a malicious link to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Spearphishing for information frequently involves social engineering techniques, such as posing as a source with a reason to collect information (ex: Establish Accounts or Compromise Accounts and/or sending multiple, seemingly urgent messages.",,https://attack.mitre.org/techniques/T1598/003,No
T1599.001,Network Boundary Bridging: Network Address Translation Traversal,Defense Evasion,"Adversaries may bridge network boundaries by modifying a network device's Network Address Translation (NAT) configuration. Malicious modifications to NAT may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks. When an adversary gains control of a network boundary device, they can either leverage existing NAT configurations to send traffic between two separated networks, or they can implement NAT configurations of their own design. Adversaries may use Patch System Image to change the operating system of a network device, implementing their own custom NAT mechanisms to further obscure their activities.",Network,https://attack.mitre.org/techniques/T1599/001,No
T1600.001,Weaken Encryption: Reduce Key Space,Defense Evasion,"Adversaries may reduce the level of effort required to decrypt data transmitted over the network by reducing the cipher strength of encrypted communications. Adversaries can weaken the encryption software on a compromised network device by reducing the key size used by the software to convert plaintext to ciphertext (e.g., from hundreds or thousands of bytes to just a couple of bytes). As a result, adversaries dramatically reduce the amount of effort needed to decrypt the protected information without the key. Adversaries may modify the key size used and other encryption parameters using specialized commands in a Network Device CLI introduced to the system through Modify System Image to change the configuration of the device.",Network,https://attack.mitre.org/techniques/T1600/001,No
T1600.002,Weaken Encryption: Disable Crypto Hardware,Defense Evasion,"Adversaries disable a network device's dedicated hardware encryption, which may enable them to leverage weaknesses in software encryption in order to reduce the effort involved in collecting, manipulating, and exfiltrating transmitted data.",Network,https://attack.mitre.org/techniques/T1600/002,No
T1601.001,Modify System Image: Patch System Image,Defense Evasion,"Adversaries may modify the operating system of a network device to introduce new capabilities or weaken existing defenses. Some network devices are built with a monolithic architecture, where the entire operating system and most of the functionality of the device is contained within a single file.  Adversaries may change this file in storage, to be loaded in a future boot, or in memory during runtime.",Network,https://attack.mitre.org/techniques/T1601/001,No
T1601.002,Modify System Image: Downgrade System Image,Defense Evasion,"Adversaries may install an older version of the operating system of a network device to weaken security.  Older operating system versions on network devices often have weaker encryption ciphers and, in general, fewer/less updated defensive features.",Network,https://attack.mitre.org/techniques/T1601/002,No
T1602.001,Data from Configuration Repository: SNMP (MIB Dump),Collection,Adversaries may target the Management Information Base (MIB) to collect and/or mine valuable information in a network managed using Simple Network Management Protocol (SNMP).,Network,https://attack.mitre.org/techniques/T1602/001,No
T1602.002,Data from Configuration Repository: Network Device Configuration Dump,Collection,"Adversaries may access network configuration files to collect sensitive data about the device and the network. The network configuration is a file containing parameters that determine the operation of the device. The device typically stores an in-memory copy of the configuration while operating, and a separate configuration on non-volatile storage to load after device reset. Adversaries can inspect the configuration files to reveal information about the target network and its layout, the network device and its software, or identifying legitimate accounts and credentials for later use.",Network,https://attack.mitre.org/techniques/T1602/002,No
T1606.001,Forge Web Credentials: Web Cookies,Credential Access,Adversaries may forge web cookies that can be used to gain access to web applications or Internet services. Web applications and services (hosted in cloud SaaS environments or on-premise servers) often use session cookies to authenticate and authorize user access.,"Linux,SaaS,Windows,macOS",https://attack.mitre.org/techniques/T1606/001,No
T1606.002,Forge Web Credentials: SAML Tokens,Credential Access,An adversary may forge SAML tokens with any permissions claims and lifetimes if they possess a valid SAML token-signing certificate.,"Azure AD,Google Workspace,Office 365,SaaS,Windows",https://attack.mitre.org/techniques/T1606/002,No
T1608.001,Stage Capabilities: Upload Malware,Resource Development,"Adversaries may upload malware to third-party or adversary controlled infrastructure to make it accessible during targeting. Malicious software can include payloads, droppers, post-compromise tools, backdoors, and a variety of other malicious content. Adversaries may upload malware to support their operations, such as making a payload available to a victim network to enable [Ingress Tool Transfer](https://attack.mitre.org/techniques/T1105) by placing it on an Internet accessible web server.",,https://attack.mitre.org/techniques/T1608/001,Yes
T1608.002,Stage Capabilities: Upload Tool,Resource Development,"Adversaries may upload tools to third-party or adversary controlled infrastructure to make it accessible during targeting. Tools can be open or closed source, free or commercial. Tools can be used for malicious purposes by an adversary, but (unlike malware) were not intended to be used for those purposes (ex: [PsExec](https://attack.mitre.org/software/S0029)). Adversaries may upload tools to support their operations, such as making a tool available to a victim network to enable [Ingress Tool Transfer](https://attack.mitre.org/techniques/T1105) by placing it on an Internet accessible web server.",,https://attack.mitre.org/techniques/T1608/002,Yes
T1608.003,Stage Capabilities: Install Digital Certificate,Resource Development,"Adversaries may install SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are files that can be installed on servers to enable secure communications between systems. Digital certificates include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's contents are correct. If the signature is valid, and the person examining the certificate trusts the signer, then they know they can use that key to communicate securely with its owner. Certificates can be uploaded to a server, then the server can be configured to use the certificate to enable encrypted communication with it.(Citation: DigiCert Install SSL Cert)",,https://attack.mitre.org/techniques/T1608/003,Yes
T1608.004,Stage Capabilities: Drive-by Target,Resource Development,"Adversaries may prepare an operational environment to infect systems that visit a website over the normal course of browsing. Endpoint systems may be compromised through browsing to adversary controlled sites, as in [Drive-by Compromise](https://attack.mitre.org/techniques/T1189). In such cases, the user's web browser is typically targeted for exploitation (often not requiring any extra user interaction once landing on the site), but adversaries may also set up websites for non-exploitation behavior such as [Application Access Token](https://attack.mitre.org/techniques/T1550/001). Prior to [Drive-by Compromise](https://attack.mitre.org/techniques/T1189), adversaries must stage resources needed to deliver that exploit to users who browse to an adversary controlled site. Drive-by content can be staged on adversary controlled infrastructure that has been acquired ([Acquire Infrastructure](https://attack.mitre.org/techniques/T1583)) or previously compromised ([Compromise Infrastructure](https://attack.mitre.org/techniques/T1584)).",,https://attack.mitre.org/techniques/T1608/004,Yes
T1608.005,Stage Capabilities: Link Target,Resource Development,"Adversaries may put in place resources that are referenced by a link that can be used during targeting. An adversary may rely upon a user clicking a malicious link in order to divulge information (including credentials) or to gain execution, as in [Malicious Link](https://attack.mitre.org/techniques/T1204/001). Links can be used for spearphishing, such as sending an email accompanied by social engineering text to coax the user to actively click or copy and paste a URL into a browser. Prior to a phish for information (as in [Spearphishing Link](https://attack.mitre.org/techniques/T1598/003)) or a phish to gain initial access to a system (as in [Spearphishing Link](https://attack.mitre.org/techniques/T1566/002)), an adversary must set up the resources for a link target for the spearphishing link.",,https://attack.mitre.org/techniques/T1608/005,Yes
T1609,Container Administration Command,Execution,"Adversaries may abuse a container administration service to execute commands within a container. A container administration service such as the Docker daemon, the Kubernetes API server, or the kubelet may allow remote management of containers within an environment.(Citation: Docker Daemon CLI)(Citation: Kubernetes API)(Citation: Kubernetes Kubelet)",Containers,https://attack.mitre.org/techniques/T1609,Yes
